check_catalog_param_id|check_catalog_id|check_param_id|check_param_usage_cd
5310|513|1293|REQ
5311|513|700|REQ
5312|1396|1293|REQ
5313|1396|1776|REQ
5314|1396|1396|REQ
5315|1396|1777|REQ
5316|1396|1778|OUT
5317|1396|1779|OUT
5318|512|1779|REQ
5319|1397|1293|REQ
5320|1397|1778|REQ
5321|1397|1776|REQ
5322|1421|1477|OUT
5323|1421|1353|OUT
5325|1620|1358|REQ
5326|1620|1374|REQ
5328|1620|1376|REQ
5330|1620|700|REQ
5339|1446|1774|OUT
5342|14|1785|REQ
5353|1547|1165|REQ
5354|837|1165|REQ
5355|154|489|REQ
5357|1393|1846|REQ
5360|600|1846|REQ
5362|601|1846|REQ
5364|602|1846|REQ
5366|603|1846|REQ
5368|605|1846|REQ
5370|602|1794|OUT
5371|603|1795|OUT
5372|605|1796|OUT
5373|606|1846|REQ
5374|606|1794|REQ
5375|606|1795|REQ
5376|607|1846|REQ
5378|607|1796|REQ
5384|607|1797|REQ
5385|607|1794|REQ
5386|607|1795|REQ
5387|700|1799|OUT
5388|676|1799|REQ
5389|676|1034|REQ
5390|684|1035|REQ
5391|684|1799|REQ
5392|691|1801|REQ
5400|1622|1437|REQ
5401|1622|1803|OUT
5403|1393|1805|OUT
5405|517|1806|REQ
5406|517|1805|REQ
5407|1393|1807|OUT
5408|517|1807|REQ
5411|613|1806|REQ
5413|518|1806|REQ
5414|518|1810|REQ
5415|1393|1810|OUT
5421|518|1812|OUT
5422|617|1806|REQ
5423|617|1812|REQ
5424|628|1806|REQ
5425|628|1813|REQ
5426|519|1806|REQ
5427|520|1806|REQ
5428|520|1812|REQ
5429|622|1806|REQ
5430|622|1812|REQ
5443|624|1806|REQ
5444|624|1812|REQ
5445|625|1806|REQ
5446|625|1812|REQ
5447|625|1819|OUT
5448|522|1798|REQ
5449|522|1812|REQ
5450|522|1806|REQ
5451|522|1820|OUT
5452|522|1819|REQ
5453|601|1821|OUT
5454|522|1310|REQ
5455|522|1821|REQ
5456|1393|1822|OUT
5457|1393|1823|OUT
5458|522|1822|REQ
5459|522|1823|REQ
5460|1627|1806|REQ
5461|1627|1820|REQ
5462|676|977|OUT
5463|684|988|OUT
5464|700|1824|OUT
5465|700|1825|REQ
5466|676|1824|OPT
5469|684|1824|OPT
5474|521|1806|REQ
5475|1393|1828|OUT
5476|521|1828|REQ
5477|623|1806|REQ
5478|623|1828|REQ
5479|523|1806|REQ
5480|523|1828|REQ
5481|1393|1829|OUT
5482|1393|1832|OUT
5483|1393|1831|OUT
5484|523|1829|REQ
5485|521|1832|REQ
5486|517|1831|REQ
5502|515|1832|REQ
5503|515|1831|REQ
5504|515|1846|REQ
5505|515|1310|REQ
5508|1631|1846|REQ
5510|525|1846|REQ
5511|525|1822|REQ
5513|515|1840|OUT
5514|525|1840|REQ
5515|525|1841|OUT
5517|525|1310|REQ
5519|525|1828|REQ
5521|527|1829|REQ
5522|527|1828|REQ
5523|527|1832|REQ
5525|527|1846|REQ
5526|527|1840|REQ
5529|527|1842|OUT
5530|526|1846|REQ
5533|1399|1846|REQ
5534|1399|1842|REQ
5535|526|1832|REQ
5538|1399|1476|REQ
5539|526|1476|REQ
5540|1627|1476|REQ
5541|1631|1476|REQ
5542|1399|1832|REQ
5543|1393|1844|OUT
5544|1393|1845|OUT
5545|1632|1846|REQ
5547|1632|1306|REQ
5548|1400|1846|REQ
5549|1400|1842|REQ
5550|1400|1845|REQ
5551|1400|1844|REQ
5552|623|1845|REQ
5553|623|1844|REQ
5555|719|402|REQ
5556|1400|1299|REQ
5557|1400|1298|REQ
5558|1400|1793|REQ
5563|1631|1797|REQ
5564|1631|1798|REQ
5565|1400|1851|OUT
5569|529|1775|REQ
5570|529|1821|REQ
5571|529|1294|REQ
5572|529|1846|REQ
5573|529|1852|OUT
5574|529|1853|REQ
5575|1392|1853|OUT
5576|530|1846|REQ
5579|529|1476|REQ
5581|1392|1854|OUT
5582|512|1854|REQ
5583|513|1854|REQ
5584|523|1855|OUT
5586|527|1850|OUT
5588|526|1850|REQ
5590|529|1823|REQ
5591|1421|1856|OUT
5593|1421|1857|OUT
5594|529|1854|REQ
5595|1619|1806|REQ
5596|1619|1858|REQ
5597|1634|1806|REQ
5603|563|1576|REQ
5604|510|1310|OUT
5605|600|1310|OPT
5606|601|1310|OPT
5607|602|1310|OPT
5608|603|1310|OPT
5609|605|1310|OPT
5610|1637|480|REQ
5611|1637|328|REQ
5617|1637|1859|OUT
5618|1637|258|REQ
5619|450|459|REQ
5620|1431|539|REQ
5621|1431|348|REQ
5622|1431|345|REQ
5623|1638|1846|REQ
5624|1639|1846|REQ
5625|1640|1846|REQ
5626|1636|2032|REQ
5627|1635|2032|REQ
5628|1368|1728|REQ
5629|1368|1860|OUT
5630|1400|1861|REQ
5631|1400|1862|REQ
5632|1392|1862|OUT
5633|1392|1861|OUT
5634|1400|1854|REQ
5635|528|1854|REQ
5636|528|1862|REQ
5637|528|1861|REQ
5638|528|1299|REQ
5639|528|1298|REQ
5640|528|1293|REQ
5642|1398|1293|REQ
5643|1398|1854|REQ
5644|1398|1863|REQ
5645|1398|2246|REQ
5646|1401|1304|REQ
5647|1401|1854|REQ
5648|1401|1863|REQ
5649|1401|1864|OUT
5650|1402|1304|REQ
5651|1402|1864|REQ
5652|1402|1294|REQ
5653|1402|1853|REQ
5654|1402|1854|REQ
5657|1641|1148|REQ
5658|1641|1561|REQ
5659|1561|1860|REQ
5660|1560|1860|REQ
5661|1562|1860|REQ
5662|1572|1860|REQ
5663|1595|1860|REQ
5664|1616|1860|REQ
5665|434|1866|OUT
5666|1511|1866|REQ
5667|1641|1866|REQ
5668|1641|1187|REQ
5669|1641|1867|OUT
5670|1540|1867|REQ
5671|1635|1868|OUT
5672|1636|1869|OUT
5673|1514|1868|REQ
5674|1515|1868|REQ
5675|1515|1869|REQ
5676|1632|1868|REQ
5677|1632|1869|REQ
5678|1619|1868|REQ
5679|1619|1869|REQ
5681|1617|1871|REQ
5682|907|1747|REQ
5683|907|1871|OUT
5686|136|1384|REQ
5696|344|1880|REQ
5697|1526|1881|REQ
5698|1635|804|REQ
5699|64|265|REQ
5700|528|1863|REQ
5701|1392|1863|OUT
5702|1477|837|REQ
5705|40|340|REQ
5706|669|345|REQ
5707|699|340|REQ
5708|317|265|REQ
5709|1392|1885|OUT
5710|518|1885|REQ
5711|606|1797|OUT
5712|607|1798|OUT
5713|290|708|REQ
5714|1401|1862|REQ
5734|1402|1313|REQ
5735|1402|1297|REQ
5736|1402|1302|REQ
5737|1402|1476|REQ
5739|1392|1894|REQ
5740|529|1297|REQ
5741|529|1313|REQ
5742|529|1302|REQ
5743|1398|1396|REQ
5744|1398|700|REQ
5807|1402|1922|OUT
5813|282|435|REQ
5814|506|1927|REQ
5815|787|1927|REQ
5816|1373|1927|REQ
5817|843|1160|REQ
5818|845|1927|REQ
5819|838|1927|REQ
5820|1012|1160|REQ
5821|1014|1927|REQ
5822|891|1160|REQ
5823|893|1927|REQ
5825|1577|1929|OUT
5826|1460|1931|REQ
5827|1460|1930|REQ
5833|1661|2646|REQ
5834|1661|1951|OUT
5836|1400|1828|REQ
5841|249|419|REQ
5845|245|1043|REQ
5849|1665|1951|REQ
5852|1666|2646|REQ
5853|1666|1951|REQ
5855|1667|1597|REQ
5856|1668|1711|REQ
5857|1669|1647|REQ
5858|1670|1730|REQ
5859|1671|1145|REQ
5860|1672|1269|REQ
5871|1676|1947|OPT
5876|240|661|REQ
5877|240|659|REQ
5878|269|328|REQ
5880|1676|1949|OUT
5888|1676|1953|OPT
5894|1679|1949|REQ
5895|1679|1942|REQ
5899|1679|1953|REQ
5903|240|664|OUT
5904|881|1751|OUT
5905|64|384|REQ
5917|1661|1932|REQ
5928|1683|1329|REQ
5930|1685|1329|REQ
5931|1684|1329|REQ
5932|1686|1329|REQ
5933|1686|1961|REQ
5934|1686|1962|REQ
5935|1683|1962|OUT
5936|917|1963|REQ
5937|917|1964|OUT
5938|1696|1963|REQ
5939|1696|1965|OUT
5942|1696|1966|REQ
5943|515|1854|REQ
5944|919|1963|REQ
5945|919|1165|REQ
5946|919|1967|OUT
5947|923|1963|REQ
5948|923|1966|REQ
5949|937|1963|REQ
5950|937|1397|REQ
5951|937|1575|REQ
5952|937|1968|REQ
5953|940|1963|REQ
5954|940|1396|REQ
5955|940|1572|REQ
5956|940|1968|REQ
5959|962|1963|REQ
5960|962|1968|REQ
5961|959|1963|REQ
5963|960|1963|REQ
5964|960|1968|REQ
5965|961|1963|REQ
5966|961|1968|REQ
5967|954|1963|REQ
5968|955|1963|REQ
5969|956|1963|REQ
5970|957|1963|REQ
5971|1688|1165|REQ
5972|1688|1963|REQ
5973|1688|1966|REQ
5974|1689|1165|REQ
5975|1689|1963|REQ
5976|1689|1966|REQ
5977|925|1963|REQ
5978|925|1165|REQ
5979|925|1966|REQ
5980|1690|1963|REQ
5981|1690|1165|REQ
5982|1690|1966|REQ
5983|1688|1971|OUT
5984|1688|1974|OUT
5985|1689|1972|OUT
5986|1689|1975|OUT
5987|925|1969|OUT
5988|925|1970|OUT
5989|1690|1973|OUT
5990|1690|1976|OUT
5991|953|1963|REQ
5992|952|1963|REQ
5993|951|1963|REQ
5994|950|1963|REQ
5995|949|1963|REQ
5996|948|1963|REQ
5997|947|1963|REQ
5998|946|1963|REQ
5999|1698|364|REQ
6000|1699|364|REQ
6001|1701|364|REQ
6002|1700|364|REQ
6003|450|1977|OUT
6004|1690|1977|REQ
6005|1688|1977|REQ
6006|1689|1977|REQ
6007|925|1977|REQ
6008|1691|1963|REQ
6009|1691|1971|REQ
6010|1691|1974|REQ
6011|1692|1973|REQ
6012|1692|1976|REQ
6013|1692|1963|REQ
6014|1693|1972|REQ
6015|1693|1975|REQ
6016|1693|1963|REQ
6017|928|1969|REQ
6018|928|1970|REQ
6019|928|1963|REQ
6020|1696|1964|REQ
6021|919|1977|REQ
6022|1687|1977|REQ
6023|1687|1165|REQ
6024|1687|1963|REQ
6025|924|1963|REQ
6026|929|1963|REQ
6035|929|1966|REQ
6036|933|1963|REQ
6037|933|1331|REQ
6038|933|1978|REQ
6039|933|1396|REQ
6040|933|1572|REQ
6042|933|1164|REQ
6043|958|1963|REQ
6044|934|1963|REQ
6045|934|1160|REQ
6046|958|1979|OUT
6048|959|1968|REQ
6053|1687|1980|OUT
6054|1694|1963|REQ
6055|1694|1380|REQ
6056|1695|1963|REQ
6057|1694|1860|REQ
6058|1702|1982|OUT
6059|593|1269|REQ
6060|488|1269|REQ
6061|1536|1269|REQ
6062|530|1304|REQ
6063|1638|1304|REQ
6064|1640|1304|REQ
6065|1683|1269|REQ
6066|519|1846|REQ
6067|624|1846|REQ
6068|625|1846|REQ
6069|521|1846|REQ
6070|623|1846|REQ
6071|523|1846|REQ
6072|515|1304|REQ
6073|451|492|REQ
6074|1527|258|REQ
6075|1526|258|REQ
6076|1702|1981|OUT
6077|1702|1987|OUT
6078|1702|1983|OUT
6081|1702|1991|OUT
6082|1702|1992|OUT
6083|1702|1993|OUT
6084|1702|1994|OUT
6085|1702|1996|OUT
6087|1702|1997|OUT
6091|535|1997|REQ
6092|535|1996|REQ
6099|113|510|REQ
6104|477|2004|OUT
6105|1705|1269|REQ
6106|1705|2004|REQ
6119|454|1476|REQ
6120|1558|1476|REQ
6121|824|1476|REQ
6122|881|1476|REQ
6123|1687|1476|REQ
6124|919|1476|REQ
6127|1707|2011|REQ
6128|1706|2011|REQ
6129|1706|1331|REQ
6130|1707|1380|REQ
6131|1706|2012|REQ
6132|1708|2011|REQ
6134|1037|2011|REQ
6137|1037|2014|OUT
6138|1709|2011|REQ
6140|1709|2015|OUT
6141|1046|2011|REQ
6142|1046|1160|REQ
6143|1062|2011|REQ
6144|1062|2016|REQ
6145|1063|2011|REQ
6146|1064|2011|REQ
6147|1065|2011|REQ
6148|1706|1396|REQ
6149|1706|1572|REQ
6150|1706|1573|REQ
6151|1066|2011|REQ
6152|1066|1396|REQ
6153|1066|1572|REQ
6154|1067|2011|REQ
6155|1050|2011|REQ
6156|1695|2017|OUT
6158|1710|1927|REQ
6159|1710|1963|REQ
6160|1708|2018|OUT
6161|1050|2013|OUT
6162|1050|1927|REQ
6167|789|1189|REQ
6168|789|1161|REQ
6169|789|1169|REQ
6170|1711|1172|OUT
6171|1711|1168|OUT
6172|1711|1167|OUT
6173|1711|1170|OUT
6174|1711|1166|OUT
6175|1711|1169|OUT
6176|1040|2021|REQ
6177|1040|2028|OUT
6178|1071|2021|REQ
6179|1071|1160|REQ
6180|1713|2029|REQ
6181|1713|1331|REQ
6182|1713|2021|REQ
6183|1713|1396|REQ
6184|1713|1572|REQ
6185|1713|1573|REQ
6187|1714|2021|REQ
6188|1715|2021|REQ
6189|1715|1380|REQ
6190|1715|1860|REQ
6191|1716|2028|REQ
6192|1716|2021|REQ
6194|1090|2021|REQ
6195|1087|2021|REQ
6196|1088|2021|REQ
6197|1089|2021|REQ
6198|1091|2021|REQ
6199|1092|2021|REQ
6200|1073|2021|REQ
6203|1071|2022|OUT
6204|1087|2022|REQ
6205|1088|2022|REQ
6206|1089|2022|REQ
6207|1090|2022|REQ
6208|1091|2022|REQ
6209|1092|2022|REQ
6211|1088|2030|REQ
6212|1090|2030|REQ
6213|1092|2030|REQ
6216|1091|2031|OUT
6223|1062|2033|OUT
6225|249|1401|OPT
6227|924|1968|REQ
6228|154|340|REQ
6229|566|1310|OPT
6230|477|1894|REQ
6231|1516|1894|OUT
6232|595|1793|REQ
6233|1392|1793|OUT
6235|515|1793|REQ
6236|522|1829|REQ
6237|1718|1993|REQ
6238|1718|1994|REQ
6241|606|1476|REQ
6242|607|1476|REQ
6243|1638|1831|REQ
6249|1709|2014|REQ
6250|1719|1982|REQ
6251|1719|1981|REQ
6253|1719|2209|REQ
6255|1066|459|REQ
6258|1707|1860|REQ
6259|378|1488|REQ
6260|383|1488|REQ
6261|422|1488|REQ
6263|1720|1983|REQ
6264|1720|1987|REQ
6266|1720|2209|REQ
6267|1504|1490|REQ
6274|518|1846|REQ
6275|1709|2013|REQ
6276|905|1755|OPT
6277|924|1977|OPT
6278|937|1977|OPT
6279|940|1977|OPT
6280|1723|1966|OUT
6281|1723|1963|REQ
6282|1723|1968|OUT
6283|924|1164|OPT
6284|937|1164|OPT
6285|940|1164|OPT
6286|1728|1437|REQ
6287|1093|2041|REQ
6288|1093|2042|OUT
6289|1095|2041|REQ
6290|1095|1576|REQ
6292|1098|2041|REQ
6293|1098|2043|OUT
6294|1099|2041|REQ
6296|1101|2041|REQ
6297|1101|2043|REQ
6301|1120|2043|REQ
6302|1119|2041|REQ
6303|1099|365|REQ
6304|1101|2044|REQ
6305|1101|384|REQ
6306|1119|1380|REQ
6309|1724|2041|REQ
6310|1129|2041|REQ
6311|1128|2041|REQ
6312|1127|2041|REQ
6313|1126|2041|REQ
6314|1126|2043|REQ
6315|1125|2041|REQ
6316|1125|2043|REQ
6317|1124|2041|REQ
6318|1124|2043|REQ
6319|1123|2041|REQ
6320|1123|2043|REQ
6321|1122|2041|REQ
6322|1122|2043|REQ
6323|1724|1380|REQ
6324|1725|2041|REQ
6325|1725|2045|REQ
6326|1725|1331|REQ
6327|1726|2041|REQ
6328|1726|1380|REQ
6329|1726|1860|REQ
6330|1727|2041|REQ
6331|1725|1396|REQ
6332|1725|1572|REQ
6333|1099|1576|REQ
6338|1101|1576|REQ
6343|1099|2046|OUT
6344|1123|2046|REQ
6345|1123|2047|OUT
6346|1122|2047|REQ
6347|1126|2048|OUT
6348|1125|2048|REQ
6349|1595|2052|OUT
6350|1572|2051|OUT
6351|1616|2050|OUT
6352|1694|2049|OUT
6353|1707|2053|OUT
6354|1715|2054|OUT
6355|1726|2055|OUT
6356|1095|2056|OUT
6357|1127|2056|REQ
6358|1128|2056|REQ
6359|1129|2056|REQ
6360|1724|1635|REQ
6361|1724|2057|OUT
6362|1724|2058|OUT
6363|1724|2059|OUT
6364|1119|2058|REQ
6365|1119|2059|REQ
6366|1119|2057|REQ
6367|1729|2041|REQ
6370|1729|1397|REQ
6371|1729|1575|REQ
6372|1119|2060|OUT
6373|1119|2061|OUT
6374|1729|2060|REQ
6375|1729|2061|REQ
6376|1119|1635|REQ
6377|1721|2209|REQ
6378|1721|1996|REQ
6380|1022|2063|REQ
6381|444|1291|REQ
6384|1724|1331|REQ
6385|1119|1331|REQ
6386|1731|2065|OUT
6387|1730|1991|REQ
6388|1730|1992|REQ
6390|1730|2209|REQ
6392|1722|2209|REQ
6406|1126|2046|REQ
6408|1126|765|REQ
6409|1126|2079|REQ
6410|1123|765|REQ
6411|1123|2079|REQ
6426|1120|2041|REQ
6427|1738|2081|REQ
6428|1739|2081|REQ
6429|1739|2082|OUT
6430|1737|2081|REQ
6431|1737|2083|OUT
6432|1736|2081|REQ
6433|1736|1718|REQ
6434|1736|1331|REQ
6435|1736|2084|REQ
6436|1739|1380|REQ
6437|1739|1860|REQ
6438|1132|2081|REQ
6439|1132|1331|REQ
6440|1132|2045|REQ
6441|1131|2081|REQ
6442|1133|2081|REQ
6443|1134|2081|REQ
6444|1138|2081|REQ
6445|1140|2081|REQ
6446|1152|2081|REQ
6447|1155|2081|REQ
6448|1156|2081|REQ
6449|1157|2081|REQ
6450|1152|1721|REQ
6451|1138|1160|REQ
6452|1140|1927|REQ
6457|190|531|REQ
6458|190|475|REQ
6459|1554|1598|REQ
6460|1555|1598|REQ
6461|1613|1746|REQ
6462|1613|1745|REQ
6463|1614|1746|REQ
6464|1614|1745|REQ
6465|1535|1574|OPT
6466|1535|1573|OPT
6468|1073|2031|OPT
6470|1073|2022|OPT
6471|1132|1718|REQ
6472|1581|1676|OUT
6473|1740|1728|REQ
6474|1743|1728|REQ
6475|1743|1160|REQ
6476|1744|1728|REQ
6477|1744|1927|REQ
6478|1742|1728|REQ
6479|1742|539|REQ
6480|1742|345|REQ
6481|1742|2085|OUT
6483|1741|1728|REQ
6485|192|587|OPT
6486|796|2087|OUT
6487|1581|2254|REQ
6488|237|597|REQ
6489|237|599|REQ
6490|237|600|REQ
6491|237|598|REQ
6493|1745|2091|REQ
6494|1745|2092|REQ
6495|1745|1930|REQ
6497|1748|584|REQ
6498|1747|584|REQ
6499|1747|607|REQ
6500|1748|607|REQ
6501|1749|584|REQ
6502|1749|607|REQ
6503|298|605|OPT
6528|1160|2095|REQ
6530|1160|2096|OUT
6531|1123|2097|REQ
6532|1757|2095|REQ
6533|1757|2098|OUT
6535|1757|2100|OUT
6536|1757|2101|OUT
6537|1757|2102|OUT
6538|1757|2103|OUT
6539|1757|2104|OUT
6540|1757|2105|OUT
6541|1757|2106|OUT
6542|1161|2095|REQ
6543|1161|2100|REQ
6544|1161|2098|REQ
6545|1162|2099|REQ
6546|1162|2098|REQ
6547|1162|2095|REQ
6548|1196|2095|REQ
6549|1196|1397|REQ
6550|1196|1575|REQ
6551|1196|1574|REQ
6552|1196|2098|REQ
6553|1196|2101|REQ
6554|1196|2106|REQ
6555|1196|2105|REQ
6556|1199|2095|REQ
6557|1199|2098|REQ
6558|1199|2102|REQ
6559|1199|2103|REQ
6560|1199|2104|REQ
6561|1199|1396|REQ
6562|1199|1572|REQ
6563|1199|1573|REQ
6564|1751|2095|REQ
6565|1751|1331|REQ
6566|1751|2107|REQ
6567|1751|1396|REQ
6568|1751|1572|REQ
6569|1751|1573|REQ
6570|1751|2108|OUT
6571|1193|2095|REQ
6572|1193|1160|REQ
6573|482|1331|REQ
6574|447|1331|REQ
6575|1163|2095|REQ
6576|1163|2107|REQ
6577|1163|1331|REQ
6578|1163|1576|REQ
6579|1501|1506|REQ
6582|1754|2095|REQ
6584|1179|2095|REQ
6585|1757|2112|REQ
6586|1179|2114|REQ
6587|1179|2113|REQ
6588|1179|2115|OUT
6590|1179|2117|OUT
6593|193|592|OUT
6594|224|602|OUT
6595|188|587|REQ
6596|187|585|REQ
6597|205|587|OUT
6598|205|585|OUT
6599|1747|585|REQ
6600|1748|587|REQ
6601|1516|2119|OUT
6602|1516|2118|OUT
6603|507|2118|REQ
6604|507|2119|REQ
6605|508|2118|REQ
6606|508|2119|REQ
6607|1395|2118|REQ
6608|1395|2119|REQ
6609|62|265|OPT
6610|287|265|OPT
6611|291|265|OPT
6612|1758|1501|REQ
6613|1759|1501|REQ
6614|1758|2120|OUT
6615|1759|2121|OUT
6617|1760|1501|REQ
6618|1760|2120|REQ
6619|1760|2121|REQ
6620|1761|1501|REQ
6621|1132|1690|REQ
6622|1125|2122|OUT
6628|1754|2111|OUT
6629|1754|2123|OUT
6631|1207|2124|REQ
6632|1209|2124|REQ
6633|1211|2124|REQ
6634|1210|2124|REQ
6635|1210|2110|REQ
6636|1755|2110|OUT
6640|1189|2124|REQ
6641|1189|2111|REQ
6642|1189|2110|REQ
6643|1216|2125|REQ
6645|1214|2125|REQ
6646|1220|2125|REQ
6647|1223|2125|REQ
6648|1756|2125|REQ
6649|1756|2126|OUT
6650|1218|2125|REQ
6651|1755|2127|OUT
6652|1755|2128|OUT
6653|1215|2125|REQ
6656|1223|2129|OUT
6657|1217|2125|REQ
6664|1757|2132|REQ
6667|1755|2132|REQ
6668|1180|2109|REQ
6669|1180|345|REQ
6671|1233|2109|REQ
6672|1233|2133|REQ
6673|1234|2109|REQ
6674|1234|2133|REQ
6675|1235|2109|REQ
6676|1235|2133|REQ
6677|1184|2109|REQ
6678|1184|2133|REQ
6679|1185|2109|REQ
6680|1185|2133|REQ
6681|1183|2109|REQ
6682|1230|2109|REQ
6683|1186|2109|REQ
6684|1002|699|REQ
6686|1067|2033|REQ
6687|1066|2033|REQ
6688|1733|2134|OUT
6689|1762|2134|REQ
6690|1762|862|REQ
6691|1490|607|REQ
6692|1754|2132|OUT
6710|1234|2140|REQ
6712|1183|765|REQ
6713|1234|2148|OUT
6714|1184|2141|REQ
6715|1183|2148|REQ
6716|1184|765|REQ
6723|1184|2145|OUT
6724|1235|2147|REQ
6725|1235|2145|REQ
6726|1184|2147|OUT
6727|1234|2141|OUT
6728|1185|2149|REQ
6729|1184|2149|OUT
6730|1183|2146|OUT
6731|1183|2150|OUT
6732|1183|2151|OUT
6733|1230|2150|REQ
6734|1230|2151|REQ
6735|1769|862|REQ
6736|1769|883|REQ
6737|1185|1476|REQ
6738|1186|1476|REQ
6739|1186|2146|REQ
6740|1186|2152|OUT
6741|1186|2126|REQ
6742|1756|2116|OUT
6743|1180|2133|OUT
6744|1180|2116|REQ
6745|62|2157|OUT
6746|1475|2157|REQ
6747|1241|2158|REQ
6748|1241|2116|REQ
6749|1240|2158|REQ
6750|1240|765|REQ
6751|1240|2159|OUT
6752|1240|2160|OUT
6753|1188|2158|REQ
6754|1188|2161|OUT
6755|1188|1476|REQ
6756|1188|2126|REQ
6759|1185|2162|OUT
6760|1186|2162|REQ
6761|1754|2163|OUT
6762|1181|2095|REQ
6763|1181|2163|REQ
6764|1172|2116|REQ
6765|1172|2126|REQ
6766|1172|2115|REQ
6772|1172|2125|REQ
6773|1172|1476|REQ
6774|1771|2125|REQ
6775|1771|2126|REQ
6777|1771|1476|REQ
6778|1771|2127|REQ
6779|1172|2166|OUT
6781|1216|2110|REQ
6782|1771|2129|REQ
6784|1771|2167|OUT
6785|1209|2128|REQ
6786|1755|2168|OUT
6787|1756|2168|REQ
6788|1164|2124|REQ
6789|1164|2168|REQ
6790|1160|2169|OUT
6791|1181|2115|REQ
6792|1181|345|REQ
6793|1181|2169|REQ
6794|1165|2095|REQ
6795|1165|2132|REQ
6796|1754|2170|OUT
6797|1189|2123|REQ
6798|1189|2170|REQ
6799|1176|2095|REQ
6800|1176|2170|REQ
6801|1176|2131|REQ
6802|1176|2168|REQ
6803|1176|2128|REQ
6804|1177|2095|REQ
6805|1177|2170|REQ
6806|1177|2130|REQ
6807|1177|2168|REQ
6808|1177|2127|REQ
6809|1177|1476|REQ
6810|1176|1476|REQ
6811|1165|2170|REQ
6812|1181|2170|REQ
6813|1177|2171|OUT
6814|1176|2172|OUT
6815|1771|2166|REQ
6816|1176|2132|REQ
6817|1177|2132|REQ
6818|1165|2173|OUT
6819|1181|2173|OPT
6820|1181|2130|REQ
6821|1181|2131|REQ
6822|1754|2099|OUT
6824|1756|2174|REQ
6825|1756|2099|REQ
6826|1756|2175|REQ
6827|1757|2130|OUT
6828|1757|2131|OUT
6829|1772|2158|REQ
6831|1774|2095|REQ
6832|1774|1380|REQ
6833|1774|1860|REQ
6834|1774|2176|OUT
6835|1775|2095|REQ
6836|1754|2175|OUT
6837|1754|2174|OUT
6838|1776|2124|REQ
6839|1776|2179|REQ
6840|1777|2125|REQ
6841|1777|2112|REQ
6842|1778|2109|REQ
6843|1778|2113|REQ
6844|1779|2158|REQ
6845|1779|2114|REQ
6850|1341|2182|REQ
6851|1341|2183|OUT
6852|1780|2182|REQ
6853|1780|2184|OUT
6854|1333|2182|REQ
6855|1781|2182|REQ
6856|1781|1877|REQ
6857|1344|2185|OUT
6858|1344|2182|REQ
6859|1345|2182|REQ
6860|1345|2185|REQ
6861|1345|2183|REQ
6862|1345|2184|REQ
6863|1346|2182|REQ
6864|1346|2186|OUT
6865|1347|2182|REQ
6866|1347|2183|REQ
6867|1347|2184|REQ
6868|1347|2186|REQ
6869|1347|2185|REQ
6870|1334|345|REQ
6871|1334|2182|REQ
6872|1335|2182|REQ
6873|1782|2182|REQ
6874|1782|539|REQ
6875|1334|2187|OUT
6877|1334|2183|REQ
6878|1334|2184|REQ
6879|1782|2183|REQ
6880|1782|2184|REQ
6881|1782|2188|OUT
6882|1783|2182|REQ
6883|1783|2187|REQ
6884|1782|540|REQ
6889|1335|2189|REQ
6890|1335|2190|OUT
6891|1335|2191|OUT
6892|1334|2190|REQ
6893|1782|2190|REQ
6894|1785|2182|REQ
6895|1785|2188|REQ
6896|1785|2187|REQ
6897|1785|2191|REQ
6898|1783|2188|REQ
6899|1783|2192|REQ
6900|1785|2190|REQ
6901|1783|2190|REQ
6902|1366|2193|REQ
6903|1788|2193|REQ
6904|1788|1878|REQ
6905|1363|2193|REQ
6906|1363|2063|REQ
6907|1363|2194|OUT
6908|1363|2195|OUT
6909|1787|2193|REQ
6910|1787|345|REQ
6911|1787|2194|REQ
6912|1787|2195|REQ
6913|1786|2193|REQ
6914|1786|539|REQ
6915|1786|475|REQ
6916|1786|2194|REQ
6917|1786|2195|REQ
6918|1365|2193|REQ
6919|1367|2193|REQ
6920|1367|2194|REQ
6921|1367|2195|REQ
6922|1367|345|REQ
6923|1367|430|REQ
6924|1352|2193|REQ
6925|1352|2194|REQ
6926|1366|2194|REQ
6927|1366|2195|REQ
6928|1366|859|REQ
6929|1789|1147|REQ
6930|1790|1596|REQ
6931|1791|1596|REQ
6932|1792|1596|REQ
6933|1793|1293|REQ
6942|1022|2200|OUT
6943|1138|2200|REQ
6944|1012|2200|REQ
6945|1794|1963|REQ
6946|1795|1963|REQ
6947|1796|1963|REQ
6948|1797|1963|REQ
6951|1756|2132|REQ
6952|1798|1728|REQ
6953|1798|1860|REQ
6954|1799|1728|REQ
6955|1799|1396|REQ
6956|1799|1572|REQ
6957|1799|1573|REQ
6958|1798|2201|OUT
6959|1799|1380|REQ
6960|1799|1331|REQ
6961|1798|1380|REQ
6962|1800|1728|REQ
6963|1172|2163|REQ
6964|1414|1557|OPT
6969|1802|2202|OUT
6970|929|1973|OPT
6971|929|1976|OPT
6972|929|1969|OPT
6973|929|1970|OPT
6974|929|1972|OPT
6975|929|1975|OPT
6976|929|1971|OPT
6977|929|1974|OPT
6978|838|1636|OPT
6979|893|1757|OPT
6980|527|1841|OPT
6981|1631|1840|REQ
6982|1631|1841|OPT
6983|529|1840|REQ
6984|529|1841|OPT
7007|1803|2032|REQ
7008|1803|2208|OUT
